Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Business and the Liberal Arts Minor,25,HIST 458Y,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,HIST 475Y,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,HIST 481,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,HIST 486,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,JAPNS 403Y,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,JAPNS 404,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,LER 400,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,LER 401,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,LER 424,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,LER 425,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,LER 426,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,LER 434,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,LER 437,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,LER 444,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,LER 458Y,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,LER 460,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,LER 464,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,LER 465,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,PHIL 406,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,PHIL 418,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,PHIL 432,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,PLSC 412,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,PLSC 419,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,PLSC 426,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,PLSC 440,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,PLSC 444,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,PLSC 445Y,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,PLSC 474,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,PSYCH 482,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,PSYCH 484,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,PSYCH 485,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,SOC 422,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,SPAN 412,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,SPAN 413,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,SPAN 420,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,WMNST 420,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,WMNST 472,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
